BD_ID,Northing,Easting,PC,LOI,CD,BD,Dc,De,Elev_m,CostalBlue,Blue,Green,Yellow,Red,RedEdge,NIR1,NIR2,NDVI,NDWI,dis_inlet,Location,Platform,MSAVI,VARI,BNDVI,CIG,CVI,GARI,GBNDVI,MCARI1,tidal_heigh,tidal_range,MHW_old,NDWI15m,NDVI15m,NDWI30m,NDVI30m,H_old,Location1,POC_Modis(20),IH,POC_2019,PIC_20years,PIC_2019,TPC_2019,SST_2019,POC/PIC_Ratio_2019,PIC_Modis2019,POC/PIC_Ratio,PIC_2018,PIC_2020,UVVR_Median,UVVR_Mean,NDWI60m,NDVI60m,MHW,H
WP_BD_50,4597560.12,328826.302,24.0951984,0.4858692,0.03455,0.14337,49.98842591,301.3320508,0.4,333,296,318,308,285,314,447,311,0.221311475,-0.168627451,2692,Westport,,0.862157719,0.107491857,0.203230148,0.405660377,1.259789961,1.186440678,-0.15739868,284.76,2.19,1.0546,0.68,-0.036166429,0.247293186,-0.058919323,0.259433648,0.28,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.089
WP_BD_51,4597584.261,328828.864,29.694652,0.593551,0.04328,0.14576,32.18398758,301.3320508,0.42,345,316,354,351,339,356,500,343,0.191895113,-0.170960187,2692,Westport,,0.821781762,0.039787798,0.225490196,0.412429379,1.352580676,0.727810651,-0.145299145,255.24,2.19,1.0546,0.68,-0.010372638,0.231396287,-0.027894161,0.249609362,0.26,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.109
WP_BD_52,4597598.749,328831.205,22.2999036,0.4513443,0.02504,0.11231,27.68475365,301.3320508,0.293,338,296,328,310,281,318,450,306,0.23119015,-0.156812339,2692,Westport,,0.875295057,0.150159744,0.206434316,0.37195122,1.175360648,1.280373832,-0.162011173,316.68,2.19,1.0546,0.68,0.024986614,0.232567168,-0.012476648,0.254041338,0.387,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.018
WP_BD_53,4597623.855,328837.157,24.5271052,0.4941751,0.03223,0.13142,24.51965149,307.7462354,0.282,340,302,333,310,284,324,460,312,0.23655914,-0.160151324,2692,Westport,,0.882352001,0.155555556,0.207349081,0.381381381,1.178115052,1.330275229,-0.159817352,329.88,2.19,1.0546,0.68,0.037539448,0.236611844,-0.006041114,0.261838416,0.398,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.029
WP_BD_54,4597634.435,328840.454,16.5844484,0.3414317,0.03685,0.22222,23.2707154,307.7462354,0.328,340,297,323,297,271,292,396,256,0.187406297,-0.101529903,2692,Westport,,0.815383943,0.175084175,0.142857143,0.226006192,1.028630582,2.106382979,-0.220472441,261.12,2.19,1.0546,0.68,0.034224505,0.240700119,-0.020167857,0.264854915,0.352,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.017
WP_BD_55,4597640.367,328841.365,17.504396,0.359123,0.03262,0.18638,23.87465948,307.7462354,0.279,344,302,341,321,286,338,479,311,0.252287582,-0.168292683,2692,Westport,,0.902671684,0.169230769,0.226632522,0.404692082,1.178128843,1.262295082,-0.146167558,363.72,2.19,1.0546,0.68,0.029588242,0.23953053,-0.02481942,0.263784344,0.401,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.032
WP_BD_56,4597658.892,328844.767,31.04387,0.6194975,0.04154,0.13381,20.60820359,339.2015576,0.39,344,317,359,349,337,381,562,398,0.250278087,-0.220412595,2692,Westport,,0.900142323,0.058047493,0.278725825,0.56545961,1.469526152,0.820627803,-0.092084006,358.32,2.19,1.0546,0.68,-0.03237725,0.252123457,-0.026060777,0.260421753,0.29,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.079
WP_BD_59,4597720.478,328842.724,20.0302232,0.4076966,0.03494,0.17443,8.686293597,467.6581445,0.576,338,296,331,303,268,307,426,288,0.227665706,-0.125495376,2692,Westport,,0.870618239,0.207920792,0.180055402,0.287009063,1.042049634,1.835820896,-0.190883191,325.8,2.19,1.0546,0.68,0.017426235,0.237192685,0.028092503,0.233608327,0.104,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.265
WP_BD_60,4597727.551,328841.399,13.7046416,0.2860508,0.03569,0.26045,1.505708484,467.6581445,0.577,351,317,355,337,300,341,485,319,0.23566879,-0.154761905,2692,Westport,,0.881200117,0.162721893,0.209476309,0.366197183,1.154532831,1.300884956,-0.161624892,352.2,2.19,1.0546,0.68,0.046927171,0.213206745,0.026337595,0.231568854,0.103,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.266
WP_BD_61,4597672.416,328888.684,29.1816772,0.5836861,0.04951,0.16965,55.50638282,339.2015576,0.397,341,314,359,343,338,363,543,395,0.232690125,-0.203991131,2692,Westport,,0.877315885,0.054830287,0.267211202,0.512534819,1.424057852,0.769230769,-0.106907895,327.96,2.19,1.0546,0.68,-0.04137377,0.254528535,-0.058645527,0.26593261,0.283,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.086
WP_BD_62,4597657.13,328897.354,23.3480416,0.4715008,0.03403,0.14576,66.7844745,307.7462354,0.394,340,299,335,326,308,345,494,349,0.2319202,-0.191797346,2692,Westport,,0.876280675,0.078488372,0.245901639,0.474626866,1.355776342,0.892857143,-0.124113475,309.96,2.19,1.0546,0.68,-0.044826433,0.259375804,-0.056472657,0.26574892,0.286,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.083
WP_BD_63,4597638.001,328906.184,23.9551104,0.4831752,0.03778,0.15771,75.56477742,307.7462354,0.371,338,302,334,321,309,344,498,356,0.234200743,-0.197115385,2692,Westport,,0.8792817,0.073313783,0.245,0.491017964,1.379414823,0.918128655,-0.121693122,311.16,2.19,1.0546,0.68,-0.04655939,0.251264556,-0.045072775,0.263342699,0.309,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.06
WP_BD_64,4597621.959,328923.526,20.4870432,0.4164816,0.03035,0.14815,52.04355511,307.7462354,0.386,341,297,331,313,278,316,430,307,0.214689266,-0.130091984,2692,Westport,,0.853222725,0.169871795,0.182943604,0.299093656,1.091081681,1.475,-0.187145558,301.56,2.19,1.0546,0.68,-0.021110334,0.244679918,-0.039004992,0.261747367,0.294,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.075
WP_BD_65,4597609.93,328947.274,30.109898,0.6015365,0.03957,0.13142,29.23147858,307.7462354,0.381,335,295,322,308,288,319,458,331,0.227882038,-0.174358974,2692,Westport,,0.870924302,0.107936508,0.216467463,0.422360248,1.272173141,1.108527132,-0.147906977,297.84,2.19,1.0546,0.68,-0.016886164,0.242737549,-0.018937607,0.254068262,0.299,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.07
WP_BD_66,4597606.84,328965.259,30.9877724,0.6184187,0.04443,0.14337,24.28604022,746.8372314,0.403,343,305,343,345,326,376,537,384,0.244495944,-0.220454545,2692,Westport,,0.892701595,0.046703297,0.275534442,0.565597668,1.488002448,0.804651163,-0.093670886,330.36,2.19,1.0546,0.68,-0.016609955,0.25091542,0.013211197,0.241291058,0.277,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.092
WP_BD_67,4597609.78,328983.427,21.8297456,0.4423028,0.03443,0.15771,21.03312008,698.6244629,0.266,345,312,358,350,327,367,519,367,0.226950355,-0.183580388,2692,Westport,,0.869717701,0.08310992,0.249097473,0.44972067,1.324186199,0.829545455,-0.126997477,324.84,2.19,1.0546,0.68,0.022317583,0.254859751,0.046837658,0.228032491,0.414,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.045
WP_BD_68,4597628.527,329004.177,23.0963772,0.4666611,0.04139,0.17921,18.24237012,671.9975098,0.34,341,300,339,325,296,343,490,332,0.246819338,-0.182147165,2692,Westport,,0.895674371,0.128358209,0.240506329,0.445427729,1.262084388,1.054421769,-0.131975199,346.44,2.19,1.0546,0.68,0.059748219,0.227357603,0.090510314,0.205927082,0.34,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.029
WP_BD_69,4597635.217,329013.067,16.4539544,0.3389222,0.04168,0.25329,16.88726324,660.6840332,0.348,341,301,332,313,286,310,427,278,0.197755961,-0.12516469,2692,Westport,,0.829951893,0.14511041,0.173076923,0.286144578,1.107943823,1.375,-0.194339623,274.8,2.19,1.0546,0.68,0.08593791,0.205146919,0.157550175,0.160912367,0.332,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.037
WP_BD_70,4597673.57,329025.55,25.4545408,0.5120104,0.03528,0.13859,4.968707333,610.1577881,0.393,338,301,337,322,294,331,473,318,0.233376793,-0.167901235,2692,Westport,,0.878186933,0.13030303,0.222222222,0.403560831,1.224471467,1.108527132,-0.148514851,324.84,2.19,1.0546,0.68,0.013509265,0.236645878,0.089106445,0.194784058,0.287,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.082
WP_BD_71,4597694.878,329024.978,27.5862496,0.5530048,0.03494,0.12664,6.887247467,577.0868652,0.374,336,298,330,314,292,330,488,331,0.251282051,-0.193154034,2692,Westport,,0.901393159,0.117283951,0.24173028,0.478787879,1.308503214,1.078947368,-0.125448029,341.52,2.19,1.0546,0.68,0.046442465,0.237002417,0.062237493,0.215034158,0.306,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.063
WP_BD_74,4597789.414,328985.739,25.485798,0.5126115,0.04263,0.16726,8.436370681,464.0045898,0.449,347,322,367,368,350,402,569,398,0.238302503,-0.215811966,2692,Westport,,0.884677767,0.043037975,0.277216611,0.550408719,1.478591422,0.756521739,-0.095389507,341.88,2.19,1.0546,0.68,-0.022638955,0.22403972,0.01637925,0.217813847,0.231,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.138
WP_BD_75,4597847.937,328974.231,22.1769028,0.4489789,0.03762,0.16965,9.829423049,411.8627441,0.382,343,309,354,361,327,401,569,400,0.270089286,-0.232936078,2692,Westport,,0.925092804,0.072580645,0.296127563,0.607344633,1.484750551,0.845493562,-0.076298701,390.6,2.19,1.0546,0.68,-0.028624506,0.247745355,0.028927414,0.216890198,0.298,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.071
WP_BD_76,4597883.873,328983.837,18.7663112,0.3833906,0.03273,0.17443,6.433948852,379.3067139,0.421,343,304,338,318,277,333,461,301,0.249322493,-0.153942428,2692,Westport,,0.898872263,0.196141479,0.205228758,0.363905325,1.117756731,1.5625,-0.164097915,360.12,2.19,1.0546,0.68,-0.009914143,0.23725765,-0.004908178,0.231803512,0.259,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.11
WP_BD_77,4597944.707,328999.446,25.9590656,0.5217128,0.04838,0.18638,17.8373327,313.7506836,0.4,348,317,371,370,351,409,590,414,0.253985122,-0.227887617,2692,Westport,,0.904880549,0.049382716,0.300992282,0.590296496,1.504566227,0.731225296,-0.076682316,375.36,2.19,1.0546,0.68,-0.012521939,0.225349976,0.041716083,0.21067151,0.28,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.089
WP_BD_78,4598016.689,328978.123,22.5908228,0.4569389,0.07989,0.35364,10.97587645,164.2726563,0.3,334,299,333,311,283,324,456,310,0.234100135,-0.155893536,2692,Westport,,0.879127862,0.157728707,0.20794702,0.369369369,1.163758353,1.299065421,-0.161764706,327.12,2.19,1.0546,0.68,0.156079652,0.128893931,0.195555533,0.096210524,0.38,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.011
WP_BD_79,4598052.377,328955.385,10.69965,0.2282625,0.03503,0.32736,13.51651639,124.8170288,0.323,341,299,336,320,292,325,450,302,0.212938005,-0.145038168,2692,Westport,,0.850858048,0.133738602,0.201602136,0.339285714,1.163903061,1.130841121,-0.170506912,296.16,2.19,1.0546,0.68,0.146574591,0.154824084,0.218918287,0.09508762,0.357,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.012
WP_BD_80,4598089.184,328948.717,11.3129016,0.2400558,0.03487,0.30824,3.92726116,0,0.408,338,296,334,318,295,350,507,344,0.264339152,-0.205707491,2692,Westport,,0.917906055,0.117117117,0.262764633,0.517964072,1.34071677,1.011627907,-0.10817942,366.12,2.19,1.0546,0.68,0.317356682,0.02476225,0.431810683,-0.051863624,0.272,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.097
WP-EB-001-100m,4597563.39,328636.447,30.644796,0.611823,0.04906,0.16008,21.32173329,133.8058057,0.365,351,327,379,392,378,421,589,419,0.21820062,-0.216942149,2692,Westport,,0.858039179,0.002325581,0.286026201,0.55408971,1.549989209,0.609195402,-0.09034749,305.4,2.19,1.0546,0.68,-0.064748944,0.226729378,-0.056963829,0.2309126,0.315,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.054
WP-EB-001-20m,4597632.793,328594.035,24.5497876,0.4946113,0.04458,0.18158,13.52722142,53.13771484,0.303,338,300,335,323,301,347,496,342,0.244667503,-0.193742479,2692,Westport,,0.892904707,0.101190476,0.246231156,0.480597015,1.330327467,0.987654321,-0.122900088,333.84,2.19,1.0546,0.68,0.066740778,0.216260261,0.152746286,0.160313762,0.377,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.008
WP-EB-001-40m,4597609.371,328609.934,34.7519744,0.6908072,0.04816,0.13858,12.73346249,95.76466797,0.332,342,309,357,357,336,382,555,380,0.245791246,-0.217105263,2692,Westport,,0.89437942,0.0546875,0.284722222,0.554621849,1.463173505,0.76,-0.090909091,348.12,2.19,1.0546,0.68,-0.011915482,0.236318811,0.010838404,0.230532199,0.348,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.021
WP-EB-001-4m,4597642.569,328586.997,18.4659696,0.3776148,0.04236,0.22937,3.985080278,40.72353027,0.312,333,293,321,305,264,305,408,291,0.214285714,-0.119341564,2692,Westport,,0.852661408,0.195205479,0.164051355,0.271028037,1.04533147,2,-0.201565558,296.28,2.19,1.0546,0.68,0.234927968,0.100682736,0.166458054,0.146902007,0.368,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.001
WP-EB-002-100m,4597548.186,328729.513,31.9633236,0.6371793,0.04582,0.14336,15.10281048,219.1490674,0.398,346,314,369,362,348,397,584,410,0.253218884,-0.225603358,2692,Westport,,0.903903454,0.052109181,0.300668151,0.582655827,1.492585983,0.726907631,-0.078137332,372.6,2.19,1.0546,0.68,-0.069383183,0.262106569,-0.03998886,0.265366804,0.282,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.087
WP-EB-002-20m,4597625.758,328695.114,23.8909788,0.4819419,0.03311,0.13858,10.77622976,170.2795605,0.294,360,342,409,419,408,459,663,469,0.238095238,-0.236940299,2692,Westport,,0.884436919,0.002105263,0.319402985,0.621026895,1.617063504,0.5875,-0.062234795,368.76,2.19,1.0546,0.68,0.06480802,0.219095948,0.125456518,0.172920152,0.386,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.017
WP-EB-002-40m,4597608.361,328701.68,25.09,0.505,0.03537,0.14098,12.08366903,189.5930371,0.279,334,298,332,328,299,362,521,355,0.270731707,-0.221570926,2692,Westport,,0.925868998,0.099099099,0.272283272,0.569277108,1.413294745,0.989473684,-0.094700261,371.16,2.19,1.0546,0.68,0.026546243,0.243221071,0.032022358,0.233381788,0.401,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.032
WP-EB-002-70m,4597574.219,328714.063,28.6523172,0.5735061,0.03971,0.13858,19.63148094,219.1490674,0.356,342,307,350,343,322,374,542,382,0.25462963,-0.215246637,2692,Westport,,0.905681638,0.076712329,0.276796231,0.548571429,1.424685714,0.855072464,-0.095913261,360.48,2.19,1.0546,0.68,-0.04540599,0.263457044,-0.017854215,0.255277244,0.324,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.045
WP-EB-002-7m,4597636.496,328687.366,19.7849184,0.4029792,0.04113,0.20787,8.05808028,142.5518994,0.306,337,303,341,318,299,352,524,345,0.273390036,-0.211560694,2692,Westport,,0.929155552,0.12462908,0.267230955,0.536656891,1.347391233,1.044692737,-0.102739726,389.52,2.19,1.0546,0.68,0.213763267,0.111421379,0.143477731,0.160278423,0.374,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.005
WP-EB-003-10m,4597621.485,328806.402,18.141838,0.3713815,0.04465,0.24609,6.207708024,286.6753125,0.344,338,303,346,332,301,368,523,364,0.269417476,-0.203682394,2692,Westport,,0.924240669,0.130813953,0.266343826,0.511560694,1.31497043,1.022857143,-0.107508532,389.88,2.19,1.0546,0.68,0.050054756,0.215237717,0.060082187,0.209925216,0.336,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.033
WP-EB-003-20m,4597615.488,328813.59,25.142,0.506,0.03965,0.15771,11.36321695,291.5036816,0.247,334,296,324,301,270,310,444,303,0.243697479,-0.15625,2692,Westport,,0.891623587,0.181208054,0.2,0.37037037,1.141975309,1.553191489,-0.165413534,334.8,2.19,1.0546,0.68,0.042905929,0.230118443,0.051615292,0.220527591,0.433,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.064
WP-EB-003-30m,4597607.522,328823.564,25.454,0.512,0.0371,0.14576,19.50311182,301.3320508,0.274,339,298,330,311,281,313,437,296,0.217270195,-0.139504563,2692,Westport,,0.856716854,0.156549521,0.189115646,0.324242424,1.127612489,1.377777778,-0.179342723,301.08,2.19,1.0546,0.68,0.051054307,0.22649399,0.024600422,0.235555019,0.406,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,0.037
WP-EB-003-50m,4597592.62,328838.017,28.9375424,0.5789912,0.03872,0.1338,35.97512727,301.3320508,0.382,338,303,342,327,306,339,499,356,0.239751553,-0.186682521,2692,Westport,,0.886535946,0.104347826,0.244389027,0.459064327,1.305478609,0.9625,-0.127622378,334.08,2.19,1.0546,0.68,-0.025199563,0.246901562,-0.048046921,0.272654301,0.298,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.071
WP-EB-004-10m,4597812.798,328981.716,12.3511232,0.2600216,0.03866,0.31299,13.06461258,431.832959,0.326,347,316,365,364,329,383,532,362,0.235772358,-0.186176143,2692,Westport,,0.881357214,0.095238095,0.254716981,0.457534247,1.313777444,0.855555556,-0.122835944,348.48,2.19,1.0546,0.68,0.071531302,0.184434429,0.111628259,0.162060449,0.354,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.015
WP-EB-004-20m,4597811.993,328974.567,25.713012,0.516981,0.05713,0.2222,14.07693581,438.832959,0.377,342,309,349,339,310,361,508,353,0.24205379,-0.185530922,2692,Westport,,0.889529728,0.111428571,0.243574051,0.455587393,1.292928629,0.9875,-0.12864494,345.96,2.19,1.0546,0.68,-0.035160736,0.240052484,0.027577699,0.213090715,0.303,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.066
WP-EB-004-2m,4597814.571,328990.022,6.682,0.151,0.03257,0.48746,10.29155048,419.4187744,0.421,326,277,301,287,248,274,306,164,0.104693141,-0.008237232,2692,Westport,,0.689291731,0.194852941,0.04974271,0.016611296,0.837606649,-1.416666667,-0.307692308,166.2,2.19,1.0546,0.68,0.249771647,0.083738853,0.215614772,0.100133638,0.259,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.11
WP-EB-004-30m,4597811.801,328960.118,26.2283268,0.5268909,0.04512,0.17203,15.87577607,446.832959,0.389,362,342,422,437,422,482,700,492,0.247771836,-0.247771836,2692,Westport,,0.896971868,0,0.343570058,0.658767773,1.658767773,0.553072626,-0.043715847,400.32,2.19,1.0546,0.68,-0.116297588,0.295357577,-0.105830552,0.310180112,0.291,Westport,461,0.89,469,0.25562,198.9727572,667.9727572,13.88499928,2.357106604,0.001988,2.775653924,0.1946,0.2172,0.150538,0.246243,,,0.311,-0.078
GUI_A1,4571548.186,695927.9222,7.2124,0.1612,0.04894,0.678614098,3,1025,0.914,309,291,362,308,234,352,370,371,0.225165563,-0.010928962,144,Guilford,,0.867253543,0.419672131,0.119515885,0.022099448,0.660694118,-1.326530612,-0.276637341,395.52,5.25,1.8775,0.792,0.021266141,0.157265174,0.052232335,0.11314493,-0.122,Guiford,684,-0.84,712,0.45919,151.7317404,863.7317404,14.03999996,4.692492145,0.001516,4.672823219,0.5454,0.4374,0.372279,0.399817,,,0.79,-0.124
GUI_A2,4571555.054,695930.4299,6.89416,0.15508,0.03608,0.523297491,10,1025,0.941,305,289,342,308,227,333,335,351,0.192170819,0.010339734,144,Guilford,,0.822062182,0.410714286,0.073717949,-0.020467836,0.650157313,-0.797101449,-0.306418219,334.92,5.25,1.8775,0.792,-0.063210413,0.199645236,-0.001648868,0.149561832,-0.149,Guiford,684,-0.84,712,0.45919,151.7317404,863.7317404,14.03999996,4.692492145,0.001516,4.672823219,0.5454,0.4374,0.372279,0.399817,,,0.79,-0.151
GUI_A3,4571572.08,695936.9403,8.11772,0.17861,0.03918,0.482676225,29,1025,0.882,316,292,369,342,248,374,385,375,0.2164297,-0.021220159,144,Guilford,,0.85554658,0.372307692,0.137370753,0.043360434,0.701228693,-2.142857143,-0.263862333,386.04,5.25,1.8775,0.792,-0.079516488,0.194136663,-0.070111898,0.195347176,-0.09,Guiford,684,-0.84,712,0.45919,151.7317404,863.7317404,14.03999996,4.692492145,0.001516,4.672823219,0.5454,0.4374,0.372279,0.399817,,,0.79,-0.092
GUI_A4,4571593.263,695945.4158,8.85352,0.19276,0.04104,0.463560335,52,1179,0.879,306,287,356,303,226,316,346,329,0.20979021,0.014245014,144,Guilford,,0.84649359,0.440677966,0.093206951,-0.028089888,0.616999116,-0.718309859,-0.300303337,375.6,5.25,1.8775,0.792,-0.056434666,0.19260641,-0.064713006,0.194468984,-0.087,Guiford,684,-0.84,712,0.45919,151.7317404,863.7317404,14.03999996,4.692492145,0.001516,4.672823219,0.5454,0.4374,0.372279,0.399817,,,0.79,-0.089
GUI_A5,4571616.986,695949.1246,12.47428,0.26239,0.03726,0.298685783,75,1179,0.86,306,288,350,312,228,337,349,353,0.209705373,0.001430615,144,Guilford,,0.846380514,0.420689655,0.095761381,-0.002857143,0.649567347,-0.967213115,-0.292806484,364.56,5.25,1.8775,0.792,-0.068736569,0.198099543,-0.049612228,0.195856766,-0.068,Guiford,684,-0.84,712,0.45919,151.7317404,863.7317404,14.03999996,4.692492145,0.001516,4.672823219,0.5454,0.4374,0.372279,0.399817,,,0.79,-0.07
GUI_A6,4571631.532,695949.0051,11.07704,0.23552,0.04288,0.387096774,88,1179,0.832,306,286,350,316,224,345,351,350,0.220869565,-0.001426534,144,Guilford,,0.861494564,0.4375,0.102040816,0.002857143,0.641828571,-1.032786885,-0.288753799,379.44,5.25,1.8775,0.792,-0.056934072,0.201409453,-0.044777578,0.196101147,-0.04,Guiford,684,-0.84,712,0.45919,151.7317404,863.7317404,14.03999996,4.692492145,0.001516,4.672823219,0.5454,0.4374,0.372279,0.399817,,,0.79,-0.042
GUI_A7,4571646.573,695947.7935,9.08856,0.19728,0.04039,0.444444444,100,1179,0.803,308,278,351,299,209,346,354,354,0.257548845,-0.004255319,144,Guilford,,0.909263041,0.503546099,0.120253165,0.008547009,0.60053084,-1.090909091,-0.279755849,430.32,5.25,1.8775,0.792,-0.061984655,0.213357395,-0.029354253,0.201723691,-0.011,Guiford,684,-0.84,712,0.45919,151.7317404,863.7317404,14.03999996,4.692492145,0.001516,4.672823219,0.5454,0.4374,0.372279,0.399817,,,0.79,-0.013
