PC,LOI,CD,BD,Dc,De,Elev_m,CostalBlue,Blue,Green,Yellow,Red,RedEdge,NIR1,NIR2,NDVI,NDWI,dis_inlet,MSAVI,VARI,BNDVI,CIG,CVI,GARI,GBNDVI,MCARI1,tidal_heigh,tidal_range,MHW_old,NDWI15m,NDVI15m,NDWI30m,NDVI30m,Location
28.6523172,0.5735061,0.03971,0.13858,19.63148094,219.1490674,0.356,342,307,350,343,322,374,542,382,0.25462963,-0.215246637,2692,0.905681638,0.076712329,0.276796231,0.548571429,1.424685714,0.855072464,-0.095913261,360.48,2.19,1.0546,0.68,-0.04540599,0.263457044,-0.017854215,0.255277244,Westport
19.7849184,0.4029792,0.04113,0.20787,8.05808028,142.5518994,0.306,337,303,341,318,299,352,524,345,0.273390036,-0.211560694,2692,0.929155552,0.12462908,0.267230955,0.536656891,1.347391233,1.044692737,-0.102739726,389.52,2.19,1.0546,0.68,0.213763267,0.111421379,0.143477731,0.160278423,Westport
18.141838,0.3713815,0.04465,0.24609,6.207708024,286.6753125,0.344,338,303,346,332,301,368,523,364,0.269417476,-0.203682394,2692,0.924240669,0.130813953,0.266343826,0.511560694,1.31497043,1.022857143,-0.107508532,389.88,2.19,1.0546,0.68,0.050054756,0.215237717,0.060082187,0.209925216,Westport
25.142,0.506,0.03965,0.15771,11.36321695,291.5036816,0.247,334,296,324,301,270,310,444,303,0.243697479,-0.15625,2692,0.891623587,0.181208054,0.2,0.37037037,1.141975309,1.553191489,-0.165413534,334.8,2.19,1.0546,0.68,0.042905929,0.230118443,0.051615292,0.220527591,Westport
25.454,0.512,0.0371,0.14576,19.50311182,301.3320508,0.274,339,298,330,311,281,313,437,296,0.217270195,-0.139504563,2692,0.856716854,0.156549521,0.189115646,0.324242424,1.127612489,1.377777778,-0.179342723,301.08,2.19,1.0546,0.68,0.051054307,0.22649399,0.024600422,0.235555019,Westport
28.9375424,0.5789912,0.03872,0.1338,35.97512727,301.3320508,0.382,338,303,342,327,306,339,499,356,0.239751553,-0.186682521,2692,0.886535946,0.104347826,0.244389027,0.459064327,1.305478609,0.9625,-0.127622378,334.08,2.19,1.0546,0.68,-0.025199563,0.246901562,-0.048046921,0.272654301,Westport
12.3511232,0.2600216,0.03866,0.31299,13.06461258,431.832959,0.326,347,316,365,364,329,383,532,362,0.235772358,-0.186176143,2692,0.881357214,0.095238095,0.254716981,0.457534247,1.313777444,0.855555556,-0.122835944,348.48,2.19,1.0546,0.68,0.071531302,0.184434429,0.111628259,0.162060449,Westport
25.713012,0.516981,0.05713,0.2222,14.07693581,438.832959,0.377,342,309,349,339,310,361,508,353,0.24205379,-0.185530922,2692,0.889529728,0.111428571,0.243574051,0.455587393,1.292928629,0.9875,-0.12864494,345.96,2.19,1.0546,0.68,-0.035160736,0.240052484,0.027577699,0.213090715,Westport
6.682,0.151,0.03257,0.48746,10.29155048,419.4187744,0.421,326,277,301,287,248,274,306,164,0.104693141,-0.008237232,2692,0.689291731,0.194852941,0.04974271,0.016611296,0.837606649,-1.416666667,-0.307692308,166.2,2.19,1.0546,0.68,0.249771647,0.083738853,0.215614772,0.100133638,Westport
26.2283268,0.5268909,0.04512,0.17203,15.87577607,446.832959,0.389,362,342,422,437,422,482,700,492,0.247771836,-0.247771836,2692,0.896971868,0,0.343570058,0.658767773,1.658767773,0.553072626,-0.043715847,400.32,2.19,1.0546,0.68,-0.116297588,0.295357577,-0.105830552,0.310180112,Westport
7.2124,0.1612,0.04894,0.678614098,3,1025,0.914,309,291,362,308,234,352,370,371,0.225165563,-0.010928962,144,0.867253543,0.419672131,0.119515885,0.022099448,0.660694118,-1.326530612,-0.276637341,395.52,5.25,1.8775,0.792,0.021266141,0.157265174,0.052232335,0.11314493,Guilford
6.89416,0.15508,0.03608,0.523297491,10,1025,0.941,305,289,342,308,227,333,335,351,0.192170819,0.010339734,144,0.822062182,0.410714286,0.073717949,-0.020467836,0.650157313,-0.797101449,-0.306418219,334.92,5.25,1.8775,0.792,-0.063210413,0.199645236,-0.001648868,0.149561832,Guilford
8.11772,0.17861,0.03918,0.482676225,29,1025,0.882,316,292,369,342,248,374,385,375,0.2164297,-0.021220159,144,0.85554658,0.372307692,0.137370753,0.043360434,0.701228693,-2.142857143,-0.263862333,386.04,5.25,1.8775,0.792,-0.079516488,0.194136663,-0.070111898,0.195347176,Guilford
8.85352,0.19276,0.04104,0.463560335,52,1179,0.879,306,287,356,303,226,316,346,329,0.20979021,0.014245014,144,0.84649359,0.440677966,0.093206951,-0.028089888,0.616999116,-0.718309859,-0.300303337,375.6,5.25,1.8775,0.792,-0.056434666,0.19260641,-0.064713006,0.194468984,Guilford
12.47428,0.26239,0.03726,0.298685783,75,1179,0.86,306,288,350,312,228,337,349,353,0.209705373,0.001430615,144,0.846380514,0.420689655,0.095761381,-0.002857143,0.649567347,-0.967213115,-0.292806484,364.56,5.25,1.8775,0.792,-0.068736569,0.198099543,-0.049612228,0.195856766,Guilford
11.07704,0.23552,0.04288,0.387096774,88,1179,0.832,306,286,350,316,224,345,351,350,0.220869565,-0.001426534,144,0.861494564,0.4375,0.102040816,0.002857143,0.641828571,-1.032786885,-0.288753799,379.44,5.25,1.8775,0.792,-0.056934072,0.201409453,-0.044777578,0.196101147,Guilford
9.08856,0.19728,0.04039,0.444444444,100,1179,0.803,308,278,351,299,209,346,354,354,0.257548845,-0.004255319,144,0.909263041,0.503546099,0.120253165,0.008547009,0.60053084,-1.090909091,-0.279755849,430.32,5.25,1.8775,0.792,-0.061984655,0.213357395,-0.029354253,0.201723691,Guilford
5.87236,0.13543,0.03171,0.540023895,7.5,1689,0.951,315,293,369,341,244,380,382,399,0.220447284,-0.017310253,144,0.860954625,0.390625,0.131851852,0.035230352,0.684542564,-1.722222222,-0.268199234,393.72,5.25,1.8775,0.792,0.01067064,0.125144131,0.079680862,0.082779912,Guilford
6.57176,0.14888,0.03408,0.518518519,10,1689,0.945,310,297,379,351,266,389,388,406,0.186544343,-0.011734029,144,0.814155333,0.324712644,0.132846715,0.023746702,0.718513516,-1.818181818,-0.270676692,351.96,5.25,1.8775,0.792,-0.013631095,0.141776461,0.065694361,0.093155541,Guilford
16.09244,0.33197,0.06383,0.396654719,20,1689,0.877,306,289,355,337,237,341,323,361,0.153571429,0.04719764,144,0.76595167,0.389438944,0.055555556,-0.090140845,0.607427098,-0.238095238,-0.331954498,307.92,5.25,1.8775,0.792,-0.083543849,0.183123778,0.006452763,0.141554157,Guilford
12.6022,0.26485,0.04848,0.384707288,53,1659,0.872,309,282,349,313,229,332,339,342,0.193661972,0.014534884,144,0.824160648,0.405405405,0.09178744,-0.028653295,0.637359299,-0.682539683,-0.301030928,345.6,5.25,1.8775,0.792,-0.028980481,0.188507758,-0.013994228,0.172555304,Guilford
15.4362,0.31935,0.04352,0.281959379,83,1596,0.883,314,291,367,325,248,366,367,394,0.193495935,0,144,0.823952306,0.367283951,0.11550152,0,0.675749319,-1,-0.283902439,357,5.25,1.8775,0.792,-0.027133492,0.192018841,-0.011597179,0.175486205,Guilford
4.37996,0.10673,0.03077,0.702508961,2.5,1639.168335,0.873,309,290,360,307,244,329,353,350,0.182579564,0.009817672,144,0.808479717,0.369426752,0.097978227,-0.019444444,0.664598765,-0.735849057,-0.296111665,337.92,5.25,1.8775,0.792,0.066436982,0.088066943,0.056636714,0.063370148,Guilford
14.42634778,0.299929765,0.038608147,0.267622461,91,1366,0.857,297,270,311,262,204,289,305,306,0.198428291,0.00974026,144,0.830784646,0.436734694,0.060869565,-0.019292605,0.643293597,-0.833333333,-0.311512415,312.36,5.25,1.8775,0.792,-0.010833017,0.19851551,0.014161095,0.185280384,Guilford
17.35907103,0.356328289,0.041479262,0.238948626,143,1358,0.825,292,267,308,253,197,257,273,250,0.161702128,0.060240964,144,0.77802065,0.466386555,0.011111111,-0.113636364,0.566927391,-0.333333333,-0.356132075,282.6,5.25,1.8775,0.792,0.055811683,0.163327262,0.027117558,0.164445391,Guilford
17.42848406,0.357663155,0.053305758,0.305854241,143,1358,0.816,300,274,328,264,200,275,297,265,0.195171026,0.0496,144,0.826229287,0.503937008,0.04028021,-0.094512195,0.55212671,-0.40952381,-0.339265851,339.36,5.25,1.8775,0.792,-0.039392803,0.195299391,0.108015635,0.181042602,Guilford
7.53116,0.16733,0.03707,0.49223417,7,2240.832275,0.88,301,271,321,274,189,276,267,282,0.171052632,0.091836735,144,0.791747882,0.552301255,-0.007434944,-0.168224299,0.489737095,-0.205882353,-0.378346915,318.24,5.25,1.8775,0.792,0.108939727,0.108981313,0.01809741,0.071189176,Guilford
8.489,0.18575,0.03834,0.451612903,33.2,2293.432861,0.899,306,292,362,329,243,346,350,356,0.180438449,0.016853933,144,0.805411235,0.380191693,0.090342679,-0.033149171,0.64901865,-0.606557377,-0.302788845,339.72,5.25,1.8775,0.792,-0.002725036,0.157439137,0.138625569,0.154426349,Guilford
9.87688,0.21244,0.03115,0.315412186,43.88337518,2401.219727,0.805,303,280,331,277,193,277,279,263,0.18220339,0.085245902,144,0.807861859,0.56557377,-0.001788909,-0.157099698,0.491479632,-0.251798561,-0.373033708,339.12,5.25,1.8775,0.792,0.117572855,0.132590419,0.104691235,0.138337733,Guilford
7.27896,0.16248,0.03392,0.465949821,44.77030511,2416.53418,0.584,311,282,333,285,191,268,236,227,0.105386417,0.170474517,144,0.690351445,0.58677686,-0.088803089,-0.291291291,0.406496587,0.031914894,-0.445358402,286.32,5.25,1.8775,0.792,0.159004202,0.116131211,0.14875402,0.121144569,Guilford
4.18132,0.10291,0.02788,0.666666667,7.602755042,2549.519287,0.51,303,277,333,281,212,278,288,261,0.152,0.072463768,144,0.763551923,0.451492537,0.019469027,-0.135135135,0.550604659,-0.181818182,-0.35857461,298.2,5.25,1.8775,0.792,0.204548145,0.062706109,0.211909146,0.048979668,Guilford
8.92372,0.19411,0.04243,0.475507766,30.51008462,2547.10498,0.849,302,274,336,296,219,324,326,346,0.196330275,0.01510574,144,0.827882859,0.416370107,0.086666667,-0.029761905,0.63238733,-0.692307692,-0.303418803,336.6,5.25,1.8775,0.792,0.006388648,0.177735082,0.0130174,0.170351832,Guilford
6.94096,0.15598,0.03616,0.520908005,49.54956109,2558.005127,0.858,307,288,358,314,233,323,321,307,0.158844765,0.0544919,144,0.773833569,0.412541254,0.054187192,-0.103351955,0.58357261,-0.195652174,-0.336091003,321.72,5.25,1.8775,0.792,0.013468818,0.16893478,-0.016880513,0.174750074,Guilford
8.09952,0.17826,0.03213,0.396654719,68.8846182,2565.07666,0.803,316,294,371,333,241,345,348,343,0.181663837,0.031988873,144,0.807165496,0.408805031,0.08411215,-0.061994609,0.609324257,-0.394736842,-0.312931885,356.88,5.25,1.8775,0.792,-0.021023576,0.173901046,0.008277258,0.163491531,Guilford
7.74384,0.17142,0.02961,0.382317802,98.9775536,2570.733887,0.815,308,281,345,293,212,296,296,295,0.165354331,0.076443058,144,0.783440706,0.481884058,0.025996534,-0.142028986,0.527216971,-0.169491525,-0.35791757,328.44,5.25,1.8775,0.792,0.094450808,0.134201987,0.066199039,0.151708257,Guilford
16.01288,0.33044,0.04056,0.253285544,72,3317.128418,0.716,298,267,316,267,187,278,268,256,0.178021978,0.082191781,144,0.801845644,0.546610169,0.001869159,-0.151898734,0.501882711,-0.25,-0.370152761,317.88,5.25,1.8775,0.792,0.112451861,0.157963324,0.113480864,0.157782685,Guilford
10.16132,0.21791,0.04225,0.415770609,7.5,3297.128418,0.807,311,290,361,299,221,324,329,319,0.196363636,0.046376812,144,0.827932534,0.479452055,0.063004847,-0.088642659,0.557922361,-0.366336634,-0.328571429,373.92,5.25,1.8775,0.792,0.193183637,0.077349874,0.233174503,0.065252778,Guilford
14.37239705,0.298892251,0.04774,0.33214,3,6.65,0.583,224,201,224,220,200,248,355,273,0.279279279,-0.226252159,3216,0.936273325,0.107623318,0.276978417,0.584821429,1.415019133,1.015384615,-0.08974359,260.64,4.92,1.3807,0.659,0.357958234,0.018251748,0.361117725,-0.001258266,Hempstead
21.99357103,0.445453289,0.04204,0.19116,3.367641449,71.84065247,0.496,220,189,195,182,154,161,200,142,0.129943503,-0.012658228,3216,0.729557847,0.25625,0.028277635,0.025641026,0.809993425,-1.333333333,-0.315068493,130.2,4.92,1.3807,0.659,0.145311461,0.16624825,0.126037285,0.171209138,Hempstead
17.82485609,0.365285694,0.04941,0.27718,7.682022546,25.55634689,0.583,218,193,210,203,183,244,352,265,0.31588785,-0.252669039,3216,0.979759105,0.135,0.291743119,0.676190476,1.460680272,1.151515152,-0.067549669,285.48,4.92,1.3807,0.659,0.12514257,0.184907007,0.245365296,0.085674103,Hempstead
21.71235295,0.440045249,0.04825,0.22222,7.062019961,46.94113541,0.592,217,191,206,207,187,250,373,287,0.332142857,-0.288428325,3216,0.998324401,0.094059406,0.322695035,0.810679612,1.643675181,1.049079755,-0.031168831,297.48,4.92,1.3807,0.659,0.024483724,0.248756996,0.043668004,0.230053333,Hempstead
22.69281134,0.458900218,0.04718,0.20789,10.38597175,73.98278809,0.581,216,189,206,207,187,269,392,302,0.354058722,-0.311036789,3216,1.02264096,0.093137255,0.34939759,0.902912621,1.727401263,1.02173913,-0.003811944,324.84,4.92,1.3807,0.659,-0.024852801,0.271323197,0.010414009,0.256908894,Hempstead
22.24457414,0.450280272,0.04731,0.21266,10.30320873,94.36758423,0.598,220,191,210,215,189,270,390,306,0.347150259,-0.3,3216,1.015064394,0.100961538,0.342512909,0.857142857,1.671428571,1.02247191,-0.013906448,322.2,4.92,1.3807,0.659,0.096047753,0.221721018,0.036122918,0.247609107,Hempstead
22.2180088,0.4497694,0.04035,0.1816,16.19693581,118.5808105,0.611,218,191,213,213,195,257,392,300,0.33560477,-0.295867769,3216,1.002232149,0.082949309,0.344768439,0.840375587,1.684850889,0.956284153,-0.015075377,311.76,4.92,1.3807,0.659,0.037770907,0.252688549,0.041276235,0.245960691,Hempstead
24.73628217,0.498197734,0.04906,0.19833,8.324976091,198.0783539,0.577,219,186,202,200,173,248,354,267,0.34345351,-0.273381295,3216,1.010946497,0.153439153,0.311111111,0.752475248,1.500882266,1.18705036,-0.045822102,305.88,4.92,1.3807,0.659,0.044953658,0.224481786,0.054171344,0.23016971,Hempstead
24.55461965,0.494704224,0.04635,0.18877,12.78666103,130.3381805,0.564,211,181,189,180,154,231,344,262,0.381526104,-0.290806754,3216,1.051966134,0.216049383,0.31047619,0.82010582,1.483049187,1.421875,-0.036414566,328.2,4.92,1.3807,0.659,-0.000334921,0.269871709,0.023093859,0.25674103,Hempstead
25.1930431,0.506981598,0.04756,0.18877,10.60672462,93.81123352,0.55,222,190,210,214,188,271,386,287,0.344947735,-0.295302013,3216,1.01262974,0.105769231,0.340277778,0.838095238,1.64553288,1.022988506,-0.017811705,319.44,4.92,1.3807,0.659,0.074153255,0.215606454,0.075016131,0.216829714,Hempstead
20.32215884,0.413310747,0.05147,0.25329,4.519827383,248.622467,0.574,219,194,204,197,178,193,261,187,0.189066059,-0.122580645,3216,0.817592476,0.138297872,0.147252747,0.279411765,1.116349481,1.780487805,-0.207890744,160.08,4.92,1.3807,0.659,0.157419611,0.157555092,0.169177151,0.136449497,Hempstead
23.08393292,0.466421787,0.04302,0.18638,11.20668443,38.79898834,0.583,215,183,186,175,149,171,239,173,0.231958763,-0.124705882,3216,0.876078152,0.243421053,0.132701422,0.284946237,1.029338652,4.578947368,-0.213815789,187.32,4.92,1.3807,0.659,0.26651887,0.064006677,0.438390368,-0.059976717,Hempstead
24.34145298,0.490604865,0.04711,0.19355,8.717655723,261.6935425,0.484,218,190,199,185,173,183,264,167,0.208237986,-0.140388769,3216,0.844269417,0.142857143,0.162995595,0.326633166,1.153304209,1.708333333,-0.191424196,171.6,4.92,1.3807,0.659,0.085729759,0.210012216,0.186506516,0.139846522,Hempstead
24.83493657,0.500094934,0.04213,0.16965,6.686975333,298.0072632,0.587,212,180,191,176,157,221,326,251,0.34989648,-0.261121857,3216,1.018021971,0.202380952,0.288537549,0.706806283,1.402976892,1.410714286,-0.06456241,296.4,4.92,1.3807,0.659,0.208074603,0.123251203,0.142733988,0.162949702,Hempstead
32.49796274,0.647460822,0.05824,0.17921,9.040908333,116.0955276,0.593,219,188,207,201,174,239,302,231,0.268907563,-0.186640472,3216,0.923436857,0.170984456,0.232653061,0.458937198,1.226353007,1.345679012,-0.133428981,235.8,4.92,1.3807,0.659,-0.007151179,0.2505704,0.033283482,0.231949191,Hempstead
27.03434781,0.542391304,0.04651,0.17204,15.55844291,393.8895874,0.684,219,187,208,202,175,235,319,236,0.291497976,-0.210626186,3216,0.951022569,0.168367347,0.260869565,0.533653846,1.290333765,1.242424242,-0.106442577,258.84,4.92,1.3807,0.659,-0.009527905,0.319439184,0.062292338,0.252147447,Hempstead
30.72034742,0.613275912,0.04845,0.15771,8.815645476,441.6591797,0.645,218,194,214,216,193,242,337,250,0.271698113,-0.22323049,3216,0.926936704,0.098591549,0.269303202,0.574766355,1.420233208,1.016393443,-0.095302013,240.12,4.92,1.3807,0.659,0.061361941,0.227046698,0.097188918,0.226298888,Hempstead
28.70961985,0.574608074,0.04185,0.14576,14.53967408,146.5513916,0.605,214,185,193,182,160,189,273,210,0.260969977,-0.17167382,3216,0.91347525,0.196428571,0.192139738,0.414507772,1.17264893,1.909090909,-0.161290323,214.2,4.92,1.3807,0.659,0.025461372,0.239855423,0.016980554,0.252831666,Hempstead
26.18222599,0.526004346,0.03816,0.14576,12.17271772,112.5097351,0.615,218,193,232,224,186,287,372,261,0.333333333,-0.231788079,3216,0.999663979,0.204444444,0.316814159,0.603448276,1.285523187,1.105263158,-0.066499373,339.6,4.92,1.3807,0.659,0.054022515,0.305023917,0.048425366,0.263391876,Hempstead
30.12438582,0.601815112,0.05111,0.16965,12.8853958,63.01221466,0.696,216,187,202,196,177,219,307,227,0.268595041,-0.206286837,3216,0.923055245,0.130208333,0.24291498,0.51980198,1.331707676,1.210526316,-0.117816092,226.2,4.92,1.3807,0.659,0.182550797,0.172865587,0.146615833,0.176699193,Hempstead
25.89888709,0.520555521,0.04208,0.16249,7.510617066,26.79898643,0.569,218,187,202,199,178,233,337,262,0.308737864,-0.250463822,3216,0.971440379,0.124352332,0.286259542,0.668316832,1.47010097,1.142857143,-0.071625344,266.4,4.92,1.3807,0.659,0.107348404,0.16606511,0.268603639,0.066465341,Hempstead
29.27579132,0.585495987,0.04337,0.14815,8.56098819,578.4279785,0.559,216,189,210,203,181,248,369,265,0.341818182,-0.274611399,3216,1.009146455,0.143564356,0.322580645,0.757142857,1.514489796,1.105960265,-0.0390625,315.96,4.92,1.3807,0.659,0.060613943,0.234138046,0.09242424,0.203986417,Hempstead
24.04855352,0.484972183,0.04655,0.19355,14.90859982,200.0072632,0.563,218,195,215,215,199,253,368,271,0.298059965,-0.262435678,3216,0.958901751,0.073059361,0.307282416,0.711627907,1.584250946,0.949044586,-0.053984576,268.32,4.92,1.3807,0.659,0.056109948,0.213895119,0.122906046,0.172898232,Hempstead
17.87772334,0.366302372,0.04614,0.25806,11.91410917,200.0072632,0.588,215,190,213,214,193,265,381,289,0.327526132,-0.282828283,3216,0.993110299,0.092592593,0.334500876,0.788732394,1.620776301,0.964912281,-0.028061224,301.92,4.92,1.3807,0.659,0.022564034,0.221893997,0.082584042,0.199932834,Hempstead
25.75285898,0.517747288,0.04369,0.16965,8.115392466,180.4508972,0.499,216,190,202,197,177,224,327,268,0.297619048,-0.236294896,3216,0.958335988,0.132275132,0.264990329,0.618811881,1.418463876,1.232142857,-0.090403338,255,4.92,1.3807,0.659,-0.062727786,0.292925583,0.077019311,0.201844507,Hempstead
30.59092098,0.610786942,0.04824,0.15771,17.69162031,156.1371765,0.573,219,193,207,201,185,235,332,269,0.284332689,-0.231910946,3216,0.942399575,0.110552764,0.264761905,0.603864734,1.43340568,1.136752137,-0.092896175,246,4.92,1.3807,0.659,-0.025034468,0.281932916,0.064694601,0.218401647,Hempstead
27.27047856,0.54693228,0.04236,0.15532,11.49181496,223.8356934,0.522,213,183,194,185,165,197,290,228,0.274725275,-0.198347107,3216,0.93061175,0.164772727,0.226215645,0.494845361,1.271389096,1.461538462,-0.130434783,225.24,4.92,1.3807,0.659,0.008229936,0.252389795,0.046681844,0.23232239,Hempstead
21.72436666,0.440276282,0.04205,0.19355,2.173642635,254.3920593,0.479,218,192,206,191,173,190,257,165,0.195348837,-0.110151188,3216,0.826420486,0.176470588,0.144766147,0.247572816,1.047718918,2.1875,-0.215267176,172.44,4.92,1.3807,0.659,0.05260487,0.217888832,0.028870427,0.240865703,Hempstead
27.3146718,0.54778215,0.04765,0.17443,7.158962432,258.9778442,0.558,221,199,221,216,198,242,341,260,0.265306122,-0.213523132,3216,0.918997891,0.104545455,0.262962963,0.542986425,1.382404128,1.016806723,-0.103810775,241.8,4.92,1.3807,0.659,0.027764661,0.233249806,0.030427688,0.230668228,Hempstead
17.53349395,0.359682576,0.03603,0.2055,3.748559233,685.8237915,0.449,213,183,188,170,148,183,253,203,0.261845387,-0.14739229,3216,0.914540125,0.261437908,0.160550459,0.345744681,1.059416025,3.333333333,-0.189102564,213.6,4.92,1.3807,0.659,0.055911388,0.208547597,0.028281041,0.228747878,Hempstead
18.66469379,0.381436419,0.04817,0.25806,3,14,0.613,227,205,240,247,236,287,404,291,0.2625,-0.254658385,4487,0.915541007,0.014760148,0.326765189,0.683333333,1.655277778,0.682051282,-0.048292108,248.16,4.92,1.3807,0.659,0.221710375,0.074999546,0.333715186,-0.004815365,Hempstead
14.03893795,0.292479576,0.04193,0.29869,14.40051848,488.8896179,0.681,233,220,253,251,234,272,359,288,0.21079258,-0.173202614,4487,0.847873457,0.071161049,0.240069085,0.418972332,1.312409192,0.766666667,-0.137019231,209.64,4.92,1.3807,0.659,0.205373453,0.064428411,0.216840575,0.076661079,Hempstead
17.63561072,0.36164636,0.0472,0.26762,16.49460432,37.14213943,0.615,215,185,200,188,168,208,292,228,0.269565217,-0.18699187,4487,0.92423928,0.174863388,0.224318658,0.46,1.2264,1.453333333,-0.137370753,228.48,4.92,1.3807,0.659,-0.016845372,0.248395764,0.159297357,0.125134681,Hempstead
16.67880167,0.343246186,0.04623,0.27718,4.575934481,49.79899979,0.617,223,195,214,210,194,235,327,249,0.255278311,-0.208872458,4487,0.906358973,0.093896714,0.252873563,0.528037383,1.385230151,1.017857143,-0.111413043,222.72,4.92,1.3807,0.659,0.03797776,0.217017681,-0.014956164,0.242029209,Hempstead
20.84509705,0.423367251,0.0513,0.24612,11.57701977,63.45586014,0.684,224,198,221,219,204,234,328,256,0.233082707,-0.194899818,4487,0.877690487,0.074889868,0.247148289,0.484162896,1.369996519,0.89380531,-0.121820616,205.08,4.92,1.3807,0.659,0.064087867,0.22437508,0.089194201,0.205314925,Hempstead
22.66645404,0.458393347,0.03683,0.16249,16.76410157,63.45586014,0.582,216,183,206,195,156,216,263,188,0.255369928,-0.121535181,4487,0.906385482,0.279329609,0.179372197,0.276699029,0.966820624,2.8,-0.193251534,232.08,4.92,1.3807,0.659,0.101426403,0.245576917,0.119960289,0.200697182,Hempstead
26.02087566,0.522901455,0.04974,0.19116,7.758659478,613.2147217,0.673,218,193,213,213,193,259,363,285,0.305755396,-0.260416667,4487,0.967976619,0.093896714,0.305755396,0.704225352,1.544204192,1,-0.055916775,276,4.92,1.3807,0.659,0.004396582,0.213671225,0.113895902,0.148865241,Hempstead
21.43482718,0.434708215,0.05071,0.23656,6.276340337,426.5342407,0.705,228,210,250,244,233,287,395,296,0.257961783,-0.224806202,4487,0.909820421,0.062271062,0.305785124,0.58,1.47256,0.726190476,-0.076023392,259.8,4.92,1.3807,0.659,0.035545201,0.194086422,0.106496345,0.155676434,Hempstead
27.65215284,0.55427217,0.05022,0.1816,7.823502153,451.6763916,0.668,224,201,227,225,219,249,353,269,0.234265734,-0.217241379,4487,0.879269937,0.032653061,0.274368231,0.555066079,1.500261988,0.75,-0.09603073,205.44,4.92,1.3807,0.659,0.046848275,0.18675142,0.062571252,0.183885327,Hempstead
29.96856606,0.598818578,0.04726,0.15771,17.54587106,527.7595215,0.674,218,187,199,191,172,223,309,244,0.284823285,-0.216535433,4487,0.942966429,0.14673913,0.245967742,0.552763819,1.342087321,1.315789474,-0.110791367,239.4,4.92,1.3807,0.659,-0.061402017,0.261029062,0.028667699,0.202299149,Hempstead
23.20691402,0.468786808,0.02052,0.08841,6.5,35,0.601,217,188,208,192,180,216,291,220,0.23566879,-0.166332665,4487,0.881038062,0.14,0.215031315,0.399038462,1.210706361,1.213333333,-0.152838428,203.52,4.92,1.3807,0.659,0.1545014,0.140782101,0.351074264,0.00335159,Hempstead
28.51065027,0.570781736,0.04633,0.16249,14.5,44,0.63,213,183,191,180,157,199,283,212,0.286363636,-0.194092827,4487,0.944793371,0.206060606,0.214592275,0.481675393,1.217921658,1.787878788,-0.138508371,234.48,4.92,1.3807,0.659,0.010146728,0.236824922,0.248334446,0.076065968,Hempstead
30.84607588,0.615693767,0.04201,0.1362,18.15743832,112.2254333,0.641,218,190,214,210,191,252,373,292,0.322695035,-0.270868825,4487,0.987600742,0.106976744,0.325044405,0.742990654,1.555659883,0.9875,-0.03989704,297.96,4.92,1.3807,0.659,-0.041596845,0.288392463,0.092880391,0.180834407,Hempstead
25.70433372,0.51681411,0.04115,0.1601,21.90417925,131.7107239,0.629,217,185,198,190,172,215,306,239,0.280334728,-0.214285714,4487,0.937506381,0.140540541,0.246435845,0.545454545,1.34251607,1.273684211,-0.111756168,233.52,4.92,1.3807,0.659,-0.050834544,0.285925035,0.058495115,0.206177608,Hempstead
34.35410768,0.683155917,0.04433,0.12903,19.72845171,172.6813049,0.657,214,184,205,192,171,237,349,285,0.342307692,-0.259927798,4487,1.009670621,0.177083333,0.30956848,0.702439024,1.420083284,1.198473282,-0.054200542,309.36,4.92,1.3807,0.659,-0.021907047,0.275047888,0.102959542,0.18957068,Hempstead
34.01179428,0.676572967,0.05039,0.14815,12.10411933,207.2376709,0.619,219,188,209,195,181,226,324,252,0.283168317,-0.21575985,4487,0.940977598,0.138613861,0.265625,0.550239234,1.342551682,1.12962963,-0.101248266,249.6,4.92,1.3807,0.659,0.214277841,0.145102431,0.129435807,0.177861834,Hempstead
26.99684286,0.541670055,0.04392,0.16268,65.67653411,3647.58374,1.302,277,372,487,357,346,453,742,538,0.363970588,-0.207485761,4676,1.033525016,0.305856833,0.332136445,0.523613963,1.082485485,1.227074236,-0.073079325,790.2,2.96,2.892552,1.308,-0.332593384,0.438072338,-0.355804212,0.469053288,Scituate
30.95195085,0.617729824,0.04073,0.13158,46.76497777,3644.569336,1.27,272,346,406,243,189,318,556,362,0.49261745,-0.155925156,4676,1.159870107,0.871485944,0.232815965,0.369458128,0.63750637,-43.85714286,-0.149847095,867,2.96,2.892552,1.308,-0.378338437,0.465136268,-0.359466331,0.468278877,Scituate
26.39803317,0.530154484,0.04863,0.18421,10.29464527,3634.277588,1.269,266,351,482,306,255,503,886,556,0.553023663,-0.295321637,4676,1.212073914,0.588082902,0.432497979,0.838174274,0.972478091,1.623376623,0.030831879,1262.76,2.96,2.892552,1.308,-0.362248084,0.511298764,-0.350417674,0.525740413,Scituate
24.56036736,0.494814757,0.04289,0.17464,20.50982612,3637.291992,1.26,288,406,572,397,358,554,920,638,0.439749609,-0.233243968,4676,1.110740361,0.408396947,0.387631976,0.608391608,1.006650692,1.32,-0.030558483,1143.12,2.96,2.892552,1.308,-0.385354811,0.520129183,-0.36744523,0.519334533,Scituate
